0.03687938	0.021091778	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293	0.012077293


did 	 not 	 enjoy 	 the 	 new 	 windows 	 8 	 and 	 touchscreen 	 functions 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
windows 	 8 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 0	

0.037647974	0.035147235	0.045220416	0.033242732	0.034365285	0.01582549	0.010482579	0.034841537	0.030144557	0.03194533	0.022937754	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045	0.009684045
0.05970613	0.012373149	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418	0.011896418


did 	 not 	 enjoy 	 the 	 new 	 windows 	 8 	 and 	 touchscreen 	 functions 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
touchscreen 	 functions 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 2	 Actual: 0	

0.04304017	0.029794069	0.029842524	0.020935412	0.027834123	0.022672186	0.015091587	0.03652535	0.021827012	0.020627359	0.0307144	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808	0.010160808
0.031644154	0.039664328	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302	0.011906302


other 	 than 	 not 	 being 	 a 	 fan 	 of 	 click 	 pads 	 - 	 lrb 	 - 	 industry 	 standard 	 these 	 days 	 - 	 rrb 	 - 	 and 	 the 	 lousy 	 internal 	 speakers 	 , 	 it 	 's 	 hard 	 for 	 me 	 to 	 find 	 things 	 about 	 this 	 notebook 	 i 	 do 	 n't 	 like 	 , 	 especially 	 considering 	 the 	 $ 	 350 	 price 	 tag 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
internal 	 speakers 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 0	 Actual: 0	

0.013607129	0.012217609	0.013438808	0.020445118	0.015013534	0.016341487	0.00956724	0.024275847	0.019901616	0.009636909	0.008148779	0.010077188	0.019827884	0.01889235	0.015880758	0.016967779	0.010217935	0.006891366	0.013800547	0.018911459	0.019611018	0.06137992	0.02753806	0.022534288	0.015821863	0.01797632	0.016477257	0.022108048	0.0130275255	0.018035183	0.013265429	0.012997741	0.014113706	0.013292378	0.0115259085	0.011696434	0.024273993	0.01330709	0.015234264	0.013096985	0.009731072	0.015961962	0.027175527	0.010697402	0.02169136	0.0066032126	0.01966848	0.027627604	0.009321511	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198	0.005811198
0.057218954	0.057505388	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688	0.011349688


other 	 than 	 not 	 being 	 a 	 fan 	 of 	 click 	 pads 	 - 	 lrb 	 - 	 industry 	 standard 	 these 	 days 	 - 	 rrb 	 - 	 and 	 the 	 lousy 	 internal 	 speakers 	 , 	 it 	 's 	 hard 	 for 	 me 	 to 	 find 	 things 	 about 	 this 	 notebook 	 i 	 do 	 n't 	 like 	 , 	 especially 	 considering 	 the 	 $ 	 350 	 price 	 tag 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
price 	 tag 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 0	 Actual: 2	

0.013582624	0.013603469	0.016266074	0.01924715	0.015210425	0.019273454	0.009711322	0.026275644	0.023567984	0.011952105	0.006557338	0.012027114	0.02492116	0.021851351	0.014795068	0.019161584	0.011749491	0.007170712	0.011526016	0.013852842	0.01228268	0.028111473	0.024542656	0.02042816	0.010482075	0.011181289	0.011134299	0.027998032	0.0128481975	0.017480865	0.014119331	0.012367025	0.012331317	0.012003233	0.014932056	0.009074213	0.02752246	0.014461441	0.017199546	0.01405833	0.010452007	0.015276482	0.027356865	0.016575761	0.03123847	0.009079927	0.021055967	0.030030401	0.017960245	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108	0.005939108
0.023703767	0.026080113	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259	0.012182259


other 	 than 	 not 	 being 	 a 	 fan 	 of 	 click 	 pads 	 - 	 lrb 	 - 	 industry 	 standard 	 these 	 days 	 - 	 rrb 	 - 	 and 	 the 	 lousy 	 internal 	 speakers 	 , 	 it 	 's 	 hard 	 for 	 me 	 to 	 find 	 things 	 about 	 this 	 notebook 	 i 	 do 	 n't 	 like 	 , 	 especially 	 considering 	 the 	 $ 	 350 	 price 	 tag 	 . 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
click 	 pads 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 pad 	 
Predicted: 0	 Actual: 0	

0.013716004	0.012949	0.015556089	0.018846076	0.022586366	0.030388406	0.012663569	0.029514639	0.019407114	0.01638344	0.008795017	0.015088641	0.023930056	0.019480767	0.017114114	0.01723295	0.011541797	0.0071609444	0.010389862	0.012252434	0.014110967	0.031976666	0.02355627	0.01996055	0.01040529	0.01124488	0.011868853	0.027214026	0.010901406	0.017862242	0.012404572	0.010529671	0.013254358	0.012600636	0.012383627	0.010490781	0.027266398	0.013606357	0.017067304	0.012361397	0.009329412	0.017552607	0.024034442	0.011179782	0.021650778	0.007181516	0.027271912	0.030960353	0.01216047	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814	0.005890814
